id_microrregiao,ano,total_valor_producao,treatment,avg_precipitacao_total_month_1,avg_precipitacao_total_month_2,avg_precipitacao_total_month_3,avg_precipitacao_total_month_4,avg_precipitacao_total_month_5,avg_precipitacao_total_month_6,avg_precipitacao_total_month_7,avg_precipitacao_total_month_8,avg_precipitacao_total_month_9,avg_precipitacao_total_month_10,avg_precipitacao_total_month_11,avg_precipitacao_total_month_12,avg_pressao_atm_hora_month_1,avg_pressao_atm_hora_month_2,avg_pressao_atm_hora_month_3,avg_pressao_atm_hora_month_4,avg_pressao_atm_hora_month_5,avg_pressao_atm_hora_month_6,avg_pressao_atm_hora_month_7,avg_pressao_atm_hora_month_8,avg_pressao_atm_hora_month_9,avg_pressao_atm_hora_month_10,avg_pressao_atm_hora_month_11,avg_pressao_atm_hora_month_12,avg_temperatura_bulbo_month_1,avg_temperatura_bulbo_month_2,avg_temperatura_bulbo_month_3,avg_temperatura_bulbo_month_4,avg_temperatura_bulbo_month_5,avg_temperatura_bulbo_month_6,avg_temperatura_bulbo_month_7,avg_temperatura_bulbo_month_8,avg_temperatura_bulbo_month_9,avg_temperatura_bulbo_month_10,avg_temperatura_bulbo_month_11,avg_temperatura_bulbo_month_12,avg_umidade_rel_month_1,avg_umidade_rel_month_2,avg_umidade_rel_month_3,avg_umidade_rel_month_4,avg_umidade_rel_month_5,avg_umidade_rel_month_6,avg_umidade_rel_month_7,avg_umidade_rel_month_8,avg_umidade_rel_month_9,avg_umidade_rel_month_10,avg_umidade_rel_month_11,avg_umidade_rel_month_12,avg_vento_velocidade_month_1,avg_vento_velocidade_month_2,avg_vento_velocidade_month_3,avg_vento_velocidade_month_4,avg_vento_velocidade_month_5,avg_vento_velocidade_month_6,avg_vento_velocidade_month_7,avg_vento_velocidade_month_8,avg_vento_velocidade_month_9,avg_vento_velocidade_month_10,avg_vento_velocidade_month_11,avg_vento_velocidade_month_12
11001,2007,73459.0,0,,,,,,,0.0405117270788912,0.005610098176718,0.0575070821529744,0.2435135135135138,0.3103641456582633,0.3872801082543979,,,,,,,1002.5933901918982,1001.4988779803656,1001.4524079320122,999.7348648648648,998.6191876750701,999.0680649526385,,,,,,,25.18251599147121,26.640532959326787,27.31926345609066,26.34243243243245,26.09425770308124,25.897699594046028,,,,,,,73.29211087420046,64.57784011220197,70.61898016997173,78.74459459459446,82.7170868347339,83.16373477672524,,,,,,,1.36865671641791,1.4468443197755962,1.3368271954674218,1.3845945945945952,1.4276297335203378,1.522462787550745
13007,2003,35676.0,0,0.1426540284360189,0.2795811518324607,0.2736842105263162,0.0148760330578512,0.0886075949367088,0.0361842105263158,0.0,,,,0.0246575342465753,0.0130434782608695,1003.6329383886248,1003.355235602094,1003.7783375314864,1004.4206611570244,1004.6278481012656,1004.7910891089116,1006.3617647058824,,,,1002.3246575342466,1003.166304347826,28.68957345971564,27.315968586387434,26.516040100250624,28.95206611570249,28.90759493670886,28.29901315789473,29.035294117647062,,,,30.500000000000004,30.21630434782609,73.718009478673,79.9188481675393,83.7969924812029,73.39669421487605,74.4873417721519,77.0098684210526,70.67647058823533,,,,67.26027397260275,69.80434782608691,1.7847980997624695,1.6701570680628277,1.5225974025974025,1.8409638554216867,1.578343949044586,1.3930463576158945,1.5205882352941176,,,,1.9616438356164383,2.293478260869565
13007,2004,26759.0,0,0.0383999999999999,0.1837837837837837,0.6775055679287302,0.3429892141756549,0.5166666666666669,0.1853949329359167,0.0707964601769911,0.1787831513260527,0.0929356357927785,0.0519201228878647,0.0301587301587301,0.0134228187919463,1002.9432000000004,1004.1171171171172,1003.0258351893106,1003.7785824345142,1004.76,1006.5755588673628,1005.3473451327428,1006.1327613104528,1004.190737833595,1002.8857142857144,1001.6138297872342,1002.5208053691276,28.960799999999995,28.625225225225226,25.662360801781748,26.126461538461548,26.436106489184684,26.19985119047621,26.329602356406497,26.98289269051322,26.92339089481945,27.38018433179725,27.9095238095238,26.522147651006712,74.01599999999996,73.20720720720719,89.64365256124724,86.86286594761174,85.57833333333333,82.5223214285714,81.21976401179947,77.77449455676509,79.68916797488222,79.47619047619045,78.26984126984136,83.95302013422825,1.732,2.0000000000000004,1.0979955456570154,1.1502311248073955,1.0560000000000005,1.0834575260804773,0.9345132743362836,1.0293291731669272,1.0877358490566036,1.2172573189522349,1.3225464190981429,0.9228187919463088
13007,2005,46279.0,0,,,,,,0.1052023121387283,0.0705248990578735,0.0236559139784946,0.0699421965317919,0.1048744460856721,0.3378607809847198,0.3827725437415887,,,,,,1005.1676300578032,1006.1776581426652,1004.814247311828,1004.13612716763,1002.7935007385528,1001.6818336162984,1002.2534320323016,,,,,,27.427745664739884,28.058950201884265,29.091263440860235,29.244653179190745,29.364697193500728,28.12427843803057,26.902422611036343,,,,,,80.27906976744192,76.38761776581427,71.372311827957,70.93786127167627,72.5967503692763,79.55008488964334,83.74562584118435,,,,,,1.0855491329479767,1.106460296096906,1.1345430107526888,1.35606936416185,1.3858197932053178,1.2492359932088304,1.185598923283984
13007,2006,41635.0,0,0.3022284122562671,0.3629116117850955,0.345429740791269,0.3433681073025338,0.6181467181467178,0.109874826147427,0.0916666666666665,0.0229729729729729,0.0462395543175487,0.0842530282637954,0.3871148459383755,0.4340548340548339,1002.5282729805012,1003.16863084922,1003.7971467391304,1003.4098360655736,1005.5468907563028,1005.4194714881784,1005.788844086021,1004.6471621621624,1004.2887186629524,1002.2176312247648,1002.3561624649858,1003.2487734487738,27.278969359331462,27.07694974003465,27.183288043478257,27.126378539493302,26.71176470588236,27.67107093184977,28.10672043010752,28.891081081081094,29.31685236768801,30.000538358008072,27.846218487394985,28.288600288600303,81.82451253481888,83.09532062391675,83.12364130434784,83.45156482861401,85.37815126050414,79.33240611961054,77.1411290322581,73.16351351351355,70.9623955431755,70.20861372812917,78.9621848739496,78.7229437229438,1.2938718662952655,1.2285961871750428,1.1255115961800823,1.085692995529062,0.9069498069498062,1.0183588317107086,1.0377688172043025,1.1782432432432437,1.313649025069637,1.3508748317631234,1.1746498599439763,1.0854256854256843
13007,2007,41897.0,0,0.5021563342318058,0.1991044776119405,0.4503364737550473,0.4466666666666668,0.2081081081081079,0.1340751043115438,0.1534320323014805,0.1652291105121293,0.0940194714881779,0.0661290322580645,0.2663888888888888,0.4266129032258062,1003.2428571428582,1003.6968656716416,1003.6126514131894,1004.3570833333334,1004.526891891892,1005.4831710709312,1005.541453566622,1004.4923180593,1004.6606397774688,1002.7848118279572,1001.5879166666664,1002.5853494623658,27.249865229110508,28.631641791044768,26.9756393001346,27.293472222222192,27.5177027027027,27.570653685674525,27.91372812920589,27.931132075471677,28.321696801112648,28.750672043010763,28.955694444444443,27.214381720430097,84.13611859838275,74.865671641791,83.48855989232835,83.96111111111108,82.67027027027032,79.77051460361604,78.1103633916555,77.34501347708897,77.40751043115438,74.93279569892465,74.35138888888889,81.9717741935483,0.8578167115902966,1.473731343283582,1.031090174966353,0.9118055555555552,0.900810810810811,0.853685674547983,0.9457604306864058,0.9494609164420476,0.983449235048679,1.2129032258064516,1.2211111111111117,0.9861559139784944
15007,2003,857.0,0,0.4782608695652177,0.7242921013412815,0.8083333333333339,0.5686111111111114,0.4261904761904767,0.3138121546961326,0.3841726618705038,0.4,0.3033613445378151,0.2330645161290326,0.2663888888888888,0.309859154929577,1009.0963768115944,1009.230253353204,1009.1233870967744,1009.4269444444444,1009.7033195020744,1008.943093922652,1010.126618705036,1010.6887850467292,1009.8134453781514,1008.2599462365588,1007.4586111111114,1008.2322183098596,25.488768115942037,25.29016393442623,25.48440860215054,25.925138888888878,26.84917012448132,29.91160220994475,29.59928057553956,28.45109034267913,26.742436974789918,26.9555107526882,27.26888888888889,26.676408450704223,87.42391304347825,89.10283159463485,87.87768817204292,87.3805555555555,82.86307053941907,67.43093922651931,65.78417266187054,72.83489096573211,80.2282913165267,79.32930107526882,78.30833333333337,81.60563380281694,1.2217391304347822,1.0688524590163937,1.1139784946236562,0.9641666666666668,0.9804979253112048,1.4353591160220982,1.4187050359712232,1.5121495327102807,1.1359943977591047,1.2014784946236567,1.2812500000000009,1.1191901408450693
15007,2004,914.0,1,0.5049798115746972,0.9568345323741012,0.7819892473118282,0.6606397774687076,0.3893258426966294,0.1121951219512195,0.0108786610878661,0.1875862068965516,0.3195698924731185,0.36,,0.6653658536585366,1008.1427994616424,1009.342877697842,1008.5776881720432,1008.7766342141864,1008.8865168539324,1010.666463414634,1010.2297071129708,1010.932183908046,1009.5030107526884,1008.264,,1007.909024390244,26.4398384925976,25.184460431654685,25.552016129032264,26.24812239221142,28.22078651685394,29.80731707317074,29.343514644351483,27.939310344827582,26.386666666666656,26.18,,26.526341463414614,83.63526244952897,89.05611510791363,88.51747311827955,85.73574408901248,76.81741573033705,65.8719512195122,66.76987447698748,74.3103448275862,80.72258064516126,82.92,,81.90487804878046,1.2636608344549127,0.8538129496402874,0.8180107526881714,0.846453407510431,1.2101123595505614,1.3798780487804876,1.4380753138075308,1.4609195402298862,1.1438709677419356,1.0079999999999998,,1.0373170731707306
15007,2005,1334.0,0,0.4862162162162162,0.675883256528418,0.6639566395663951,0.0885106382978724,0.9269565217391296,0.3718309859154929,0.0782258064516129,0.1524886877828054,0.2097412480974125,0.3130311614730878,0.2294975688816856,0.668378378378378,1007.5170270270266,1007.343010752688,1009.1224932249324,1008.7519148936163,1008.403478260869,1008.3154929577466,1010.3080645161294,1009.6771493212672,1009.7866057838668,1008.6091038406832,1007.0023026315796,1006.9737837837844,26.62229729729729,26.195238095238118,26.168699186991855,26.10156028368792,27.80826086956524,27.63521126760564,28.252419354838704,28.500904977375573,27.149619482496192,27.30566572237956,27.534683954619133,26.750991501416426,82.9554054054054,85.94009216589876,86.4837398373985,86.84964539007099,79.43913043478265,77.16901408450703,72.47983870967742,71.19457013574657,76.6940639269406,76.93342776203959,77.3727714748785,84.04729729729738,1.0725675675675672,0.8764976958525345,0.8739837398373985,0.7602836879432627,1.1482608695652166,0.8225352112676056,1.180241935483871,1.4187782805429865,1.3680365296803645,1.29801699716714,1.3448946515397069,1.0197297297297292
15007,2006,1978.0,0,0.5761194029850742,0.3673043478260869,0.6490421455938697,,,,0.1086805555555555,0.2244233378561739,0.1650349650349651,0.1164420485175201,0.459103641456583,0.6585858585858592,1007.3767164179096,1007.9636521739122,1009.2957854406134,,,,1010.2732638888884,1009.9245590230664,1009.712307692308,1007.8603773584904,1007.1903361344532,1008.437950937951,27.894720000000014,28.336062717770044,27.55862068965517,,,,26.814409722222244,27.078154681139747,27.35370629370629,27.68814016172505,26.98319327731095,26.51515151515153,84.7223880597014,84.25565217391302,85.77777777777774,,,,79.11805555555557,78.26458616010858,76.31748251748253,75.2183288409703,79.65126050420172,82.79076479076478,0.9241791044776124,1.093217391304348,1.0992337164750958,,,,0.8803819444444444,1.1161465400271366,1.2296503496503486,1.3611859838274942,1.1239495798319332,1.0810966810966811
